id,number,title,labels,state,assignee,assignees,milestone,created_at,updated_at,closed_at,author_association,user.login,user.id,user.node_id,assignee.login,assignee.id,assignee.node_id,assignee.avatar_url,assignee.gravatar_id,assignee.url,assignee.html_url,assignee.followers_url,assignee.following_url,assignee.gists_url,assignee.starred_url,assignee.subscriptions_url,assignee.organizations_url,assignee.repos_url,assignee.events_url,assignee.received_events_url,assignee.type,assignee.site_admin,milestone.url,milestone.html_url,milestone.labels_url,milestone.id,milestone.node_id,milestone.number,milestone.title,milestone.description,milestone.creator.login,milestone.creator.id,milestone.creator.node_id,milestone.creator.avatar_url,milestone.creator.gravatar_id,milestone.creator.url,milestone.creator.html_url,milestone.creator.followers_url,milestone.creator.following_url,milestone.creator.gists_url,milestone.creator.starred_url,milestone.creator.subscriptions_url,milestone.creator.organizations_url,milestone.creator.repos_url,milestone.creator.events_url,milestone.creator.received_events_url,milestone.creator.type,milestone.creator.site_admin,milestone.open_issues,milestone.closed_issues,milestone.state,milestone.created_at,milestone.updated_at,milestone.due_on,milestone.closed_at
920691855,42480,Add `relation.and` documentation to the guides [skip ci],"[{'id': 150377, 'node_id': 'MDU6TGFiZWwxNTAzNzc=', 'url': 'https://api.github.com/repos/rails/rails/labels/docs', 'name': 'docs', 'color': '02d7e1', 'default': False, 'description': None}]",closed,,[],,2021-06-14T19:01:30Z,2021-06-16T13:29:18Z,2021-06-16T12:23:16Z,MEMBER,p8,28561,MDQ6VXNlcjI4NTYx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
920593930,42479,[ci skip] Improved Active Model Basics,"[{'id': 150377, 'node_id': 'MDU6TGFiZWwxNTAzNzc=', 'url': 'https://api.github.com/repos/rails/rails/labels/docs', 'name': 'docs', 'color': '02d7e1', 'default': False, 'description': None}]",closed,,[],,2021-06-14T16:47:30Z,2021-06-18T06:55:22Z,2021-06-18T06:55:22Z,NONE,AdityaBhutani,21058509,MDQ6VXNlcjIxMDU4NTA5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
920589434,42478,[ci skip] Improved Active Job Basics,"[{'id': 150377, 'node_id': 'MDU6TGFiZWwxNTAzNzc=', 'url': 'https://api.github.com/repos/rails/rails/labels/docs', 'name': 'docs', 'color': '02d7e1', 'default': False, 'description': None}]",closed,,[],,2021-06-14T16:41:22Z,2021-06-14T16:47:16Z,2021-06-14T16:45:47Z,NONE,AdityaBhutani,21058509,MDQ6VXNlcjIxMDU4NTA5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
920561068,42477,Document Active Storage & Action Text eager loading,"[{'id': 1180817762, 'node_id': 'MDU6TGFiZWwxMTgwODE3NzYy', 'url': 'https://api.github.com/repos/rails/rails/labels/actiontext', 'name': 'actiontext', 'color': '3bc667', 'default': False, 'description': ''}, {'id': 664533972, 'node_id': 'MDU6TGFiZWw2NjQ1MzM5NzI=', 'url': 'https://api.github.com/repos/rails/rails/labels/activestorage', 'name': 'activestorage', 'color': 'bfd4f2', 'default': False, 'description': None}]",closed,,[],,2021-06-14T16:04:28Z,2021-06-15T08:38:14Z,2021-06-14T18:55:28Z,MEMBER,ghiculescu,509837,MDQ6VXNlcjUwOTgzNw==,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
920402941,42476,Don't attach UJS form submission handlers to Turbo forms,"[{'id': 3666649, 'node_id': 'MDU6TGFiZWwzNjY2NjQ5', 'url': 'https://api.github.com/repos/rails/rails/labels/actionview', 'name': 'actionview', 'color': 'd7e102', 'default': False, 'description': None}, {'id': 3020794931, 'node_id': 'MDU6TGFiZWwzMDIwNzk0OTMx', 'url': 'https://api.github.com/repos/rails/rails/labels/thisweekinrails', 'name': 'thisweekinrails', 'color': 'B60205', 'default': False, 'description': 'News-worthy issues/PRs for inclusion in the newsletter'}]",closed,,[],,2021-06-14T13:16:02Z,2021-06-25T01:19:49Z,2021-06-15T15:31:33Z,MEMBER,dhh,2741,MDQ6VXNlcjI3NDE=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
920320413,42475,Support clearing acronyms from inflector,"[{'id': 107194, 'node_id': 'MDU6TGFiZWwxMDcxOTQ=', 'url': 'https://api.github.com/repos/rails/rails/labels/activesupport', 'name': 'activesupport', 'color': 'FC9300', 'default': False, 'description': None}]",open,,[],,2021-06-14T11:31:40Z,2021-06-15T09:25:33Z,,NONE,odlp,4125410,MDQ6VXNlcjQxMjU0MTA=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
920024487,42474,Update CHANGELOG.md with reference to #42436,"[{'id': 107189, 'node_id': 'MDU6TGFiZWwxMDcxODk=', 'url': 'https://api.github.com/repos/rails/rails/labels/actionpack', 'name': 'actionpack', 'color': 'FFF700', 'default': False, 'description': None}]",closed,,[],,2021-06-14T05:43:43Z,2021-06-14T12:07:53Z,2021-06-14T12:07:53Z,NONE,MathurUtkarsh,78642104,MDQ6VXNlcjc4NjQyMTA0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
920007691,42473,Active Support time zone offset,[],closed,,[],,2021-06-14T05:15:00Z,2021-06-14T06:01:35Z,2021-06-14T06:01:35Z,NONE,gahia,8942202,MDQ6VXNlcjg5NDIyMDI=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
919909753,42472,ActiveStorage: Allow the parameters sent to ffmpeg to be configurable,"[{'id': 300028327, 'node_id': 'MDU6TGFiZWwzMDAwMjgzMjc=', 'url': 'https://api.github.com/repos/rails/rails/labels/actioncable', 'name': 'actioncable', 'color': 'bfdadc', 'default': False, 'description': None}, {'id': 1174770998, 'node_id': 'MDU6TGFiZWwxMTc0NzcwOTk4', 'url': 'https://api.github.com/repos/rails/rails/labels/actionmailbox', 'name': 'actionmailbox', 'color': 'f4a6cb', 'default': False, 'description': ''}, {'id': 664533972, 'node_id': 'MDU6TGFiZWw2NjQ1MzM5NzI=', 'url': 'https://api.github.com/repos/rails/rails/labels/activestorage', 'name': 'activestorage', 'color': 'bfd4f2', 'default': False, 'description': None}, {'id': 150377, 'node_id': 'MDU6TGFiZWwxNTAzNzc=', 'url': 'https://api.github.com/repos/rails/rails/labels/docs', 'name': 'docs', 'color': '02d7e1', 'default': False, 'description': None}, {'id': 107195, 'node_id': 'MDU6TGFiZWwxMDcxOTU=', 'url': 'https://api.github.com/repos/rails/rails/labels/railties', 'name': 'railties', 'color': '8BE06E', 'default': False, 'description': None}]",closed,,[],,2021-06-14T00:10:52Z,2021-06-17T20:16:42Z,2021-06-17T12:56:47Z,CONTRIBUTOR,brendon,81871,MDQ6VXNlcjgxODcx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
919899527,42471,ActiveStorage: Allow the parameters sent to `ffmpeg` to be configurable,"[{'id': 664533972, 'node_id': 'MDU6TGFiZWw2NjQ1MzM5NzI=', 'url': 'https://api.github.com/repos/rails/rails/labels/activestorage', 'name': 'activestorage', 'color': 'bfd4f2', 'default': False, 'description': None}, {'id': 150377, 'node_id': 'MDU6TGFiZWwxNTAzNzc=', 'url': 'https://api.github.com/repos/rails/rails/labels/docs', 'name': 'docs', 'color': '02d7e1', 'default': False, 'description': None}, {'id': 107195, 'node_id': 'MDU6TGFiZWwxMDcxOTU=', 'url': 'https://api.github.com/repos/rails/rails/labels/railties', 'name': 'railties', 'color': '8BE06E', 'default': False, 'description': None}, {'id': 1072773639, 'node_id': 'MDU6TGFiZWwxMDcyNzczNjM5', 'url': 'https://api.github.com/repos/rails/rails/labels/ready', 'name': 'ready', 'color': 'fef2c0', 'default': False, 'description': 'PRs ready to merge'}, {'id': 3020794931, 'node_id': 'MDU6TGFiZWwzMDIwNzk0OTMx', 'url': 'https://api.github.com/repos/rails/rails/labels/thisweekinrails', 'name': 'thisweekinrails', 'color': 'B60205', 'default': False, 'description': 'News-worthy issues/PRs for inclusion in the newsletter'}]",closed,,[],,2021-06-13T23:07:27Z,2021-06-26T09:27:37Z,2021-06-16T14:54:15Z,CONTRIBUTOR,brendon,81871,MDQ6VXNlcjgxODcx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
919894291,42470,Add missing DOM ids to rails/mailers/email.html template,"[{'id': 107195, 'node_id': 'MDU6TGFiZWwxMDcxOTU=', 'url': 'https://api.github.com/repos/rails/rails/labels/railties', 'name': 'railties', 'color': '8BE06E', 'default': False, 'description': None}]",open,,[],,2021-06-13T22:29:55Z,2021-06-15T18:10:39Z,,CONTRIBUTOR,nfedyashev,61983,MDQ6VXNlcjYxOTgz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
919821180,42469,Fixtures with multiple records error out when table has an generated column,"[{'id': 107191, 'node_id': 'MDU6TGFiZWwxMDcxOTE=', 'url': 'https://api.github.com/repos/rails/rails/labels/activerecord', 'name': 'activerecord', 'color': '0b02e1', 'default': False, 'description': None}]",open,,[],,2021-06-13T15:17:20Z,2021-06-23T01:42:51Z,,NONE,brettallred,837992,MDQ6VXNlcjgzNzk5Mg==,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
919787652,42468,Update http_authentication.rb,"[{'id': 107189, 'node_id': 'MDU6TGFiZWwxMDcxODk=', 'url': 'https://api.github.com/repos/rails/rails/labels/actionpack', 'name': 'actionpack', 'color': 'FFF700', 'default': False, 'description': None}]",closed,,[],,2021-06-13T12:26:07Z,2021-06-14T07:40:15Z,2021-06-14T07:37:02Z,CONTRIBUTOR,EmmaB,679014,MDQ6VXNlcjY3OTAxNA==,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
919746495,42467,Time manipulation inconsistency with ActiveSupport::TimeZone,"[{'id': 107194, 'node_id': 'MDU6TGFiZWwxMDcxOTQ=', 'url': 'https://api.github.com/repos/rails/rails/labels/activesupport', 'name': 'activesupport', 'color': 'FC9300', 'default': False, 'description': None}, {'id': 41328116, 'node_id': 'MDU6TGFiZWw0MTMyODExNg==', 'url': 'https://api.github.com/repos/rails/rails/labels/attached%20PR', 'name': 'attached PR', 'color': '006b75', 'default': False, 'description': None}]",closed,,"[{'login': 'pixeltrix', 'id': 6321, 'node_id': 'MDQ6VXNlcjYzMjE=', 'avatar_url': 'https://avatars.githubusercontent.com/u/6321?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/pixeltrix', 'html_url': 'https://github.com/pixeltrix', 'followers_url': 'https://api.github.com/users/pixeltrix/followers', 'following_url': 'https://api.github.com/users/pixeltrix/following{/other_user}', 'gists_url': 'https://api.github.com/users/pixeltrix/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/pixeltrix/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/pixeltrix/subscriptions', 'organizations_url': 'https://api.github.com/users/pixeltrix/orgs', 'repos_url': 'https://api.github.com/users/pixeltrix/repos', 'events_url': 'https://api.github.com/users/pixeltrix/events{/privacy}', 'received_events_url': 'https://api.github.com/users/pixeltrix/received_events', 'type': 'User', 'site_admin': False}]",,2021-06-13T08:25:02Z,2021-06-26T05:59:56Z,2021-06-26T05:59:56Z,NONE,airled,10863999,MDQ6VXNlcjEwODYzOTk5,pixeltrix,6321.0,MDQ6VXNlcjYzMjE=,https://avatars.githubusercontent.com/u/6321?v=4,,https://api.github.com/users/pixeltrix,https://github.com/pixeltrix,https://api.github.com/users/pixeltrix/followers,https://api.github.com/users/pixeltrix/following{/other_user},https://api.github.com/users/pixeltrix/gists{/gist_id},https://api.github.com/users/pixeltrix/starred{/owner}{/repo},https://api.github.com/users/pixeltrix/subscriptions,https://api.github.com/users/pixeltrix/orgs,https://api.github.com/users/pixeltrix/repos,https://api.github.com/users/pixeltrix/events{/privacy},https://api.github.com/users/pixeltrix/received_events,User,False,https://api.github.com/repos/rails/rails/milestones/78,https://github.com/rails/rails/milestone/78,https://api.github.com/repos/rails/rails/milestones/78/labels,6340475.0,MDk6TWlsZXN0b25lNjM0MDQ3NQ==,78.0,7.0,,dhh,2741.0,MDQ6VXNlcjI3NDE=,https://avatars.githubusercontent.com/u/2741?v=4,,https://api.github.com/users/dhh,https://github.com/dhh,https://api.github.com/users/dhh/followers,https://api.github.com/users/dhh/following{/other_user},https://api.github.com/users/dhh/gists{/gist_id},https://api.github.com/users/dhh/starred{/owner}{/repo},https://api.github.com/users/dhh/subscriptions,https://api.github.com/users/dhh/orgs,https://api.github.com/users/dhh/repos,https://api.github.com/users/dhh/events{/privacy},https://api.github.com/users/dhh/received_events,User,False,11.0,9.0,open,2021-01-22T11:46:31Z,2021-07-01T11:49:40Z,,
919742414,42466,Time manipulation inconsistency with ActiveSupport::TimeZone,[],closed,,[],,2021-06-13T08:01:02Z,2021-06-14T06:04:50Z,2021-06-13T08:23:56Z,NONE,questquest,22037316,MDQ6VXNlcjIyMDM3MzE2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
919673719,42465,Extract methods `assert_queries` and `assert_no_queries`,"[{'id': 1180817762, 'node_id': 'MDU6TGFiZWwxMTgwODE3NzYy', 'url': 'https://api.github.com/repos/rails/rails/labels/actiontext', 'name': 'actiontext', 'color': '3bc667', 'default': False, 'description': ''}, {'id': 3666649, 'node_id': 'MDU6TGFiZWwzNjY2NjQ5', 'url': 'https://api.github.com/repos/rails/rails/labels/actionview', 'name': 'actionview', 'color': 'd7e102', 'default': False, 'description': None}, {'id': 107191, 'node_id': 'MDU6TGFiZWwxMDcxOTE=', 'url': 'https://api.github.com/repos/rails/rails/labels/activerecord', 'name': 'activerecord', 'color': '0b02e1', 'default': False, 'description': None}, {'id': 664533972, 'node_id': 'MDU6TGFiZWw2NjQ1MzM5NzI=', 'url': 'https://api.github.com/repos/rails/rails/labels/activestorage', 'name': 'activestorage', 'color': 'bfd4f2', 'default': False, 'description': None}, {'id': 107194, 'node_id': 'MDU6TGFiZWwxMDcxOTQ=', 'url': 'https://api.github.com/repos/rails/rails/labels/activesupport', 'name': 'activesupport', 'color': 'FC9300', 'default': False, 'description': None}]",closed,,[],,2021-06-12T22:29:03Z,2021-06-18T10:10:02Z,2021-06-14T18:56:40Z,CONTRIBUTOR,ricardotk002,3733470,MDQ6VXNlcjM3MzM0NzA=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
919663892,42464,[ci skip] Improved Action View Overview,"[{'id': 150377, 'node_id': 'MDU6TGFiZWwxNTAzNzc=', 'url': 'https://api.github.com/repos/rails/rails/labels/docs', 'name': 'docs', 'color': '02d7e1', 'default': False, 'description': None}]",closed,,[],,2021-06-12T21:20:01Z,2021-06-13T00:03:44Z,2021-06-13T00:03:44Z,NONE,AdityaBhutani,21058509,MDQ6VXNlcjIxMDU4NTA5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
919662023,42463,[ci skip] Corrected Grammatical Error,"[{'id': 150377, 'node_id': 'MDU6TGFiZWwxNTAzNzc=', 'url': 'https://api.github.com/repos/rails/rails/labels/docs', 'name': 'docs', 'color': '02d7e1', 'default': False, 'description': None}]",closed,,[],,2021-06-12T21:08:20Z,2021-06-12T21:19:46Z,2021-06-12T21:19:45Z,NONE,AdityaBhutani,21058509,MDQ6VXNlcjIxMDU4NTA5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
919654539,42462,Transform hash keys by a hash argument,"[{'id': 107189, 'node_id': 'MDU6TGFiZWwxMDcxODk=', 'url': 'https://api.github.com/repos/rails/rails/labels/actionpack', 'name': 'actionpack', 'color': 'FFF700', 'default': False, 'description': None}, {'id': 107194, 'node_id': 'MDU6TGFiZWwxMDcxOTQ=', 'url': 'https://api.github.com/repos/rails/rails/labels/activesupport', 'name': 'activesupport', 'color': 'FC9300', 'default': False, 'description': None}]",open,,[],,2021-06-12T20:15:48Z,2021-06-15T21:15:04Z,,NONE,mehanoid,2199887,MDQ6VXNlcjIxOTk4ODc=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
919653212,42461,[ci skip] Fix inaccurate callback documentation,"[{'id': 150377, 'node_id': 'MDU6TGFiZWwxNTAzNzc=', 'url': 'https://api.github.com/repos/rails/rails/labels/docs', 'name': 'docs', 'color': '02d7e1', 'default': False, 'description': None}]",closed,,[],,2021-06-12T20:08:45Z,2021-06-13T23:19:48Z,2021-06-13T23:19:48Z,CONTRIBUTOR,Wittiest,30442914,MDQ6VXNlcjMwNDQyOTE0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
919227448,42460,"ActiveRecord: `belongs_to :something, optional: true` accepts invalid foreign key values","[{'id': 107191, 'node_id': 'MDU6TGFiZWwxMDcxOTE=', 'url': 'https://api.github.com/repos/rails/rails/labels/activerecord', 'name': 'activerecord', 'color': '0b02e1', 'default': False, 'description': None}]",open,,[],,2021-06-11T21:25:36Z,2021-06-12T13:34:15Z,,NONE,dorianmariefr,58794487,MDQ6VXNlcjU4Nzk0NDg3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
919136795,42459,Log a warning when assertions are incorrectly nested and errors are raised,"[{'id': 300028327, 'node_id': 'MDU6TGFiZWwzMDAwMjgzMjc=', 'url': 'https://api.github.com/repos/rails/rails/labels/actioncable', 'name': 'actioncable', 'color': 'bfdadc', 'default': False, 'description': None}, {'id': 123812746, 'node_id': 'MDU6TGFiZWwxMjM4MTI3NDY=', 'url': 'https://api.github.com/repos/rails/rails/labels/activejob', 'name': 'activejob', 'color': '5319e7', 'default': False, 'description': None}, {'id': 107194, 'node_id': 'MDU6TGFiZWwxMDcxOTQ=', 'url': 'https://api.github.com/repos/rails/rails/labels/activesupport', 'name': 'activesupport', 'color': 'FC9300', 'default': False, 'description': None}]",open,,[],,2021-06-11T19:37:41Z,2021-07-10T09:18:05Z,,MEMBER,ghiculescu,509837,MDQ6VXNlcjUwOTgzNw==,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
919112917,42458,Replace dependency tracker with ripper based tracker,"[{'id': 3666649, 'node_id': 'MDU6TGFiZWwzNjY2NjQ5', 'url': 'https://api.github.com/repos/rails/rails/labels/actionview', 'name': 'actionview', 'color': 'd7e102', 'default': False, 'description': None}]",open,,[],,2021-06-11T19:09:13Z,2021-07-04T11:07:53Z,,CONTRIBUTOR,HParker,4482399,MDQ6VXNlcjQ0ODIzOTk=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
919082936,42457,Inaccurate active_record_callbacks documentation,"[{'id': 107191, 'node_id': 'MDU6TGFiZWwxMDcxOTE=', 'url': 'https://api.github.com/repos/rails/rails/labels/activerecord', 'name': 'activerecord', 'color': '0b02e1', 'default': False, 'description': None}, {'id': 150377, 'node_id': 'MDU6TGFiZWwxNTAzNzc=', 'url': 'https://api.github.com/repos/rails/rails/labels/docs', 'name': 'docs', 'color': '02d7e1', 'default': False, 'description': None}, {'id': 384913768, 'node_id': 'MDU6TGFiZWwzODQ5MTM3Njg=', 'url': 'https://api.github.com/repos/rails/rails/labels/good%20first%20issue', 'name': 'good first issue', 'color': '0e8a16', 'default': True, 'description': ''}]",closed,,[],,2021-06-11T18:38:06Z,2021-06-13T23:19:48Z,2021-06-13T23:19:48Z,CONTRIBUTOR,Wittiest,30442914,MDQ6VXNlcjMwNDQyOTE0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
918970028,42456,Multi DB docs improvements,"[{'id': 150377, 'node_id': 'MDU6TGFiZWwxNTAzNzc=', 'url': 'https://api.github.com/repos/rails/rails/labels/docs', 'name': 'docs', 'color': '02d7e1', 'default': False, 'description': None}]",closed,,[],,2021-06-11T16:42:27Z,2021-06-12T01:57:25Z,2021-06-11T22:58:16Z,MEMBER,ghiculescu,509837,MDQ6VXNlcjUwOTgzNw==,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
918963174,42455,Fix ActiveStorage duplicating blobs when replace_on_assign_to_many flag disabled,"[{'id': 664533972, 'node_id': 'MDU6TGFiZWw2NjQ1MzM5NzI=', 'url': 'https://api.github.com/repos/rails/rails/labels/activestorage', 'name': 'activestorage', 'color': 'bfd4f2', 'default': False, 'description': None}]",open,,[],,2021-06-11T16:35:49Z,2021-06-18T18:50:45Z,,CONTRIBUTOR,abhaynikam,7736232,MDQ6VXNlcjc3MzYyMzI=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
918904310,42454,make Model.find_by! error consistent,"[{'id': 107191, 'node_id': 'MDU6TGFiZWwxMDcxOTE=', 'url': 'https://api.github.com/repos/rails/rails/labels/activerecord', 'name': 'activerecord', 'color': '0b02e1', 'default': False, 'description': None}, {'id': 1072773639, 'node_id': 'MDU6TGFiZWwxMDcyNzczNjM5', 'url': 'https://api.github.com/repos/rails/rails/labels/ready', 'name': 'ready', 'color': 'fef2c0', 'default': False, 'description': 'PRs ready to merge'}]",closed,,[],,2021-06-11T15:39:49Z,2021-06-16T19:12:32Z,2021-06-16T18:30:12Z,CONTRIBUTOR,SkipKayhil,6014046,MDQ6VXNlcjYwMTQwNDY=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
918786666,42453,Decrease the number of calls to #encryption_key,"[{'id': 107191, 'node_id': 'MDU6TGFiZWwxMDcxOTE=', 'url': 'https://api.github.com/repos/rails/rails/labels/activerecord', 'name': 'activerecord', 'color': '0b02e1', 'default': False, 'description': None}]",open,,[],,2021-06-11T13:57:13Z,2021-06-11T15:21:34Z,,CONTRIBUTOR,yoones,1333898,MDQ6VXNlcjEzMzM4OTg=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
918646886,42452,Respect the `dependent: :destroy_async` when replacing the association,"[{'id': 107191, 'node_id': 'MDU6TGFiZWwxMDcxOTE=', 'url': 'https://api.github.com/repos/rails/rails/labels/activerecord', 'name': 'activerecord', 'color': '0b02e1', 'default': False, 'description': None}, {'id': 1072773639, 'node_id': 'MDU6TGFiZWwxMDcyNzczNjM5', 'url': 'https://api.github.com/repos/rails/rails/labels/ready', 'name': 'ready', 'color': 'fef2c0', 'default': False, 'description': 'PRs ready to merge'}]",open,,[],,2021-06-11T11:49:49Z,2021-06-24T07:16:33Z,,NONE,smt116,619324,MDQ6VXNlcjYxOTMyNA==,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
918326619,42451,Get rid of `cattr_accessor` in `ActiveRecord::Base`,"[{'id': 107191, 'node_id': 'MDU6TGFiZWwxMDcxOTE=', 'url': 'https://api.github.com/repos/rails/rails/labels/activerecord', 'name': 'activerecord', 'color': '0b02e1', 'default': False, 'description': None}]",closed,,[],,2021-06-11T07:19:05Z,2021-06-11T08:12:50Z,2021-06-11T08:12:50Z,CONTRIBUTOR,casperisfine,19192189,MDQ6VXNlcjE5MTkyMTg5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
918041238,42450,Disable automatic write protection on replicas,"[{'id': 107191, 'node_id': 'MDU6TGFiZWwxMDcxOTE=', 'url': 'https://api.github.com/repos/rails/rails/labels/activerecord', 'name': 'activerecord', 'color': '0b02e1', 'default': False, 'description': None}]",closed,,[],,2021-06-10T23:20:35Z,2021-06-17T23:11:43Z,2021-06-16T15:23:12Z,CONTRIBUTOR,HParker,4482399,MDQ6VXNlcjQ0ODIzOTk=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
917980818,42449,Fix standardrb warnings for generated rails app,"[{'id': 107195, 'node_id': 'MDU6TGFiZWwxMDcxOTU=', 'url': 'https://api.github.com/repos/rails/rails/labels/railties', 'name': 'railties', 'color': '8BE06E', 'default': False, 'description': None}]",closed,,[],,2021-06-10T22:01:24Z,2021-06-11T09:43:16Z,2021-06-11T09:43:16Z,CONTRIBUTOR,drnic,108,MDQ6VXNlcjEwOA==,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
917866358,42448,Fix disable_joins when join foreign key is not ID,"[{'id': 107191, 'node_id': 'MDU6TGFiZWwxMDcxOTE=', 'url': 'https://api.github.com/repos/rails/rails/labels/activerecord', 'name': 'activerecord', 'color': '0b02e1', 'default': False, 'description': None}]",closed,,[],,2021-06-10T20:22:11Z,2021-06-10T21:38:49Z,2021-06-10T21:38:47Z,MEMBER,eileencodes,1080678,MDQ6VXNlcjEwODA2Nzg=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
917485100,42447,Model.first_or_initialize always returning true when Model has records but the referenced one doesn't exist,[],closed,,[],,2021-06-10T15:36:52Z,2021-06-10T18:21:01Z,2021-06-10T18:21:01Z,NONE,hiperjp,683139,MDQ6VXNlcjY4MzEzOQ==,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
917482310,42446,Fix hot-path raising in ActionDispatch::Static,"[{'id': 107189, 'node_id': 'MDU6TGFiZWwxMDcxODk=', 'url': 'https://api.github.com/repos/rails/rails/labels/actionpack', 'name': 'actionpack', 'color': 'FFF700', 'default': False, 'description': None}]",closed,,[],,2021-06-10T15:33:55Z,2021-06-11T14:24:13Z,2021-06-11T14:24:13Z,CONTRIBUTOR,nateberkopec,845662,MDQ6VXNlcjg0NTY2Mg==,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
917453042,42445,Get rid of `mattr_accessor` in `ActiveRecord::Core`,"[{'id': 107191, 'node_id': 'MDU6TGFiZWwxMDcxOTE=', 'url': 'https://api.github.com/repos/rails/rails/labels/activerecord', 'name': 'activerecord', 'color': '0b02e1', 'default': False, 'description': None}]",closed,,[],,2021-06-10T15:07:49Z,2021-06-15T15:30:57Z,2021-06-10T18:06:00Z,CONTRIBUTOR,casperisfine,19192189,MDQ6VXNlcjE5MTkyMTg5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
917284546,42444,Improve disallow_raw_sql error msg and fix typo,"[{'id': 107191, 'node_id': 'MDU6TGFiZWwxMDcxOTE=', 'url': 'https://api.github.com/repos/rails/rails/labels/activerecord', 'name': 'activerecord', 'color': '0b02e1', 'default': False, 'description': None}, {'id': 1072773639, 'node_id': 'MDU6TGFiZWwxMDcyNzczNjM5', 'url': 'https://api.github.com/repos/rails/rails/labels/ready', 'name': 'ready', 'color': 'fef2c0', 'default': False, 'description': 'PRs ready to merge'}]",closed,,[],,2021-06-10T12:23:45Z,2021-06-29T12:18:25Z,2021-06-29T12:18:25Z,CONTRIBUTOR,OuYangJinTing,33079237,MDQ6VXNlcjMzMDc5MjM3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
